data/raw/books/book_1.png,آزاد کی تصانیف میں ”آب حیات“ ، ”دربار اکبری“ ، ”نیرنگ خیال“ ، ”قصص ہند“ اور ”سخندان فارس“ بہت مشہور
data/raw/books/book_10.png,”اب تم کو کیسے سمجھاؤں ۔ ہر شخص کے دل میں اعزاز و احترام کی بھوک ہے۔ تم پوچھو گی یہ بھوک کیوں ہوتی ہے؟ اس لیے کہ
data/raw/books/book_11.png,دنیا کی بے ثباتی اور ناپائیداری کا خصوصاً ذکر کیا جائے اور طلبہ کو بتایجائے کہ یہ غزل کا نہایت اہم اور
data/raw/books/book_12.png,”بی جان“ کو جب معلوم ہوا کہ ان کا بیٹا بڑی بہادری سے انسانی جانوں کو بچاتے ہوئے شہید ہوا ہے تو ان کا سر فخر سے بلند
data/raw/books/book_13.png,وہ صرف کھڑکی کو تکتے دیر تک خاموش بیٹھی رہی۔
data/raw/books/book_14.png,افسانہ ”سفارش“ پیش نظر رکھتے ہوئے درج ذیل جملے مکمل کریں۔
data/raw/books/book_15.png,نہ تم مجرم، نہ میں گنہ گار۔ تم مجبور، میں ناچار۔ لو اب تم کہانی سنو، میری سرگزشت زبانی سنو۔ نواب مصطفیٰ خاں بہ میعاد سات
data/raw/books/book_16.png,نمبر عموماً خاص نمبر ہوتا ہے اور عام نمبر صرف خاص موقعوں پر شائع کیے جاتے ہیں۔
data/raw/books/book_17.png,قلّت ۔ قابلِ دید ۔ خلل انداز ۔ اغراض و مقاصد ۔ تعارف ۔ رَدّوبدل ۔ دائمی ۔ دریافت ۔ جامع ۔ منسوخ
data/raw/books/book_18.png,دوستی میں تو کوئی پابندی حائل نہیں ہوتی؟“
data/raw/books/book_19.png,کبوتر اور گدھ دونوں تھوڑی ہی دیر میں اپنے دوست سانپ کے پاس پہنچ گئے۔ وہاں پہنچ کر انھوں نے شروع سے آخر تک اسے
data/raw/books/book_2.png,سرھانے میر کے آہستہ بولو
data/raw/books/book_20.png,نے ہمیں ڈاکٹریٹ کی ڈگری سے نوازا۔ انھیں اتنی دواؤں کے نام یاد ہیں اور ان کے نسخے کہ ڈاکٹر بھی ان کے تلمذ میں فخر محسوس
data/raw/books/book_21.png,(دنیا گول ہے)
data/raw/books/book_22.png,ایک عام خوش فہمی جس میں تعلیم یافتہ اصحاب بالعموم اور اُردو شعرا بالخصوص عرصے سے مبتلا ہیں،
data/raw/books/book_23.png,کون جانے ، مجھے کہاں تو ہے
data/raw/books/book_24.png,سوال 7۔ کسی اور شاعر کی کوئی نعت اپنی ڈائری میں لکھیں اور اس کے قافیوں کی نشان دہی کریں۔
data/raw/books/book_25.png,گھٹاؤں کی نیل فام پریاں ، افق پہ دھومیں مچا رہی ہیں
data/raw/books/book_26.png,نظم ”وحدانیت“ کے پیشِ نظر رکھتے ہوئے، درج ذیل سوالات کے درست جواب پر (✔️) کا نشان لگائیں۔
data/raw/books/book_27.png,ہمیشہ میں نے گریباں کو چاک چاک کیا
data/raw/books/book_28.png,وہ صرف کھڑکی کو تکتے دیر تک خاموش بیٹھی رہی۔
data/raw/books/book_29.png,نہیں کھیل اے داغ ! یاروں سے کہہ دو
data/raw/books/book_3.png,ردیف کا لغوی مفہوم ہے گھڑ سوار کے پیچھے بیٹھنے والا۔ اصطلاحی معنی میں اس سے مراد وہ لفظ یا الفاظ ہیں جو غزل یا قصیدے کے
data/raw/books/book_30.png,(الف) میر اور مرزا کے کلام پر تکرار کرنے والے کس کے مرید تھے؟
data/raw/books/book_31.png,”ساتھ والی رکعیا آدھا بل مانگ رہی لو بھلا ہم کدھر سے لائیں اتنے پیسے؟؟ تین لوگ ہیں ہم کبھی چولہا
data/raw/books/book_32.png,دلچسپ! بہت دلچسپ!“ وہ سرگوشی کے انداز میں بولی، مگر اس کی آواز میں ایک فاتحانہ جھنکار تھی
data/raw/books/book_33.png,موڑ پر آکھڑی وہ لکھنا چھوڑ دینا چاہتی تھی؟ لیکن وجہ کیا تھی؟ وجہ المناک تھی۔
data/raw/books/book_34.png,”یہ کیا کر رہے ہو؟“ اس کی آواز سرگوشی جیسی تھی۔ وہ حیرانی سے اسے دیکھ رہی تھی۔
data/raw/books/book_35.png,یہی ہے مجھ کو حسرت یہی آرزو ہے
data/raw/books/book_36.png,اس خط کو اس طرح لکھا جائے جیسے مکتوب الیہ سامنے بیٹھا ہے اور آپ اس سے
data/raw/books/book_37.png,جو اس وقت لکھنوی شعرا کے کلام میں جابجا نظر آتا ہے۔ آتش کے کلام میں فقر و غنا، توکل، دنیا کی بے ثباتی،
data/raw/books/book_38.png,”اب تم کو کیسے سمجھاؤں ۔ ہر شخص کے دل میں اعزاز و احترام کی بھوک ہے۔ تم پوچھو گی یہ بھوک کیوں ہوتی ہے؟ اس لیے کہ
data/raw/books/book_39.png,میرے جسم میں نیند ابھی پوری طرح غائب نہیں ہوئی تھی۔ پھر نہانا تھا۔ شیو کرنا تھا۔ چائے پینی تھی۔ میں نے کہا ”میں تمھیں اپنا
